username,userid,profile_location,created_at,text,retweet_count,source,coordinates
📸 Big Surgz 🤦🏼‍♂️,395795553,"Los Angeles, CA",2023-01-22 07:52:06,I’m drunk and it’s not even midnight. Happy Chinese new year! 🎉,0,Twitter for iPhone,
猫林,1516620646930796544,"Los Angeles, CA",2023-01-22 07:50:55,Happy Chinese New Year https://t.co/M3H8oBEeJV,0,Twitter for iPhone,
🐷 许凯 🦋 王鹤棣,1446328158991486976,"Los Angeles, CA",2023-01-22 07:49:01,"LATEMON Weibo Update
1.22.23

Chinese New Year greeting from Xu Kai…this is when his hair was sprayed blue but i ca… https://t.co/nUa6NOAxqI",1,Twitter for iPhone,
"Grand Masker Kushibo, MPH",52423655,Honolulu+Seoul+Orange County,2023-01-22 07:40:28,There’s been a mass shooting in Monterey Park (large Chinese community there) on the eve of Chinese/Lunar New Year… https://t.co/uHuGP3JvhS,6,Twitter for iPad,
Mexican Rug Dealer,1247324155046838273,"Los Angeles, CA",2023-01-22 07:39:10,Today is Chinese New Year.  The location where 17 people were shot in Monterey Park has a lot of Asian restaurants/… https://t.co/XTeRlgGcrt,28,Twitter for iPhone,
Rene Valle,942848048,"Los Angeles, California",2023-01-22 07:35:01,"@DowntownLAScan Its chinese lunar new year at midnight
My guess would be #2

1 Antifa blm terrorism
2 Chinese polit… https://t.co/dnGWXuG5KF",0,Twitter for Android,
Young Abu Dhabi..!,199474994,"Los Angeles, CA",2023-01-22 07:34:47,@_LeslieJ Dammm all bad folks in that area were celebrating Chinese New Year's too,0,Twitter for Android,
Rene Valle,942848048,"Los Angeles, California",2023-01-22 07:28:27,"@DowntownLAScan Maybe its a communist chinese vs tawainese or vs hongkong mass shooting terrorism

Like the chinese… https://t.co/8WFDLZ8fBa",0,Twitter for Android,
Dana Olita Ogden,302638737,"West Hollywood, CA",2023-01-22 07:26:47,"Fuck, there has been a mass shooting at a Chinese grocery store tonight as they were celebrating the new year. It’s… https://t.co/e3Tp0JzavQ",17,Twitter for iPhone,
"Eyebrow Image, Beauty Salon",1467248372973068289,"Baldwin Park, CA, 91706",2023-01-22 07:24:34,Happy Chinese Lunar New Year 🧧 https://t.co/R7n6iCjjb3,0,Twitter for iPhone,
Rene Valle,942848048,"Los Angeles, California",2023-01-22 07:24:29,"@DowntownLAScan I read its chinese new year at midnight

Monterey park is literally chinatown

Maybe its opposing c… https://t.co/narEBzmgSV",0,Twitter for Android,
Kelvin Cheng,825919958085312514,"Diamond Bar, CA",2023-01-22 07:17:36,@DowntownLAScan Tak Shin Hong a Chinese grocery market. The Chinese New Year festival was hosted in this area earli… https://t.co/GhwRIAfRFH,0,Twitter for iPhone,
zera,1403563068768985088,"Los Angeles, CA",2023-01-22 07:16:17,Happy Chinese new year💐💐 mau angpao,0,Twitter for Android,
Kelvin Cheng,825919958085312514,"Diamond Bar, CA",2023-01-22 07:14:24,@DowntownLAScan Business is a Chinese grocery store in a Chinese dominant community. It occurred one hour before th… https://t.co/FgiaKtB3Du,4,Twitter for iPhone,
Jessica Chang,828243326134423553,"Los Angeles, CA",2023-01-22 07:14:21,Happy Chinese New Year！！！,0,Twitter for iPhone,
Ben,1603830384646504448,"Los Angeles, CA",2023-01-22 06:52:49,@phi_ci Chinese new year is today by the way,0,Twitter for iPhone,
Christian Rogers,488269952,"Los Angeles, CA",2023-01-22 06:35:54,@dcexaminer @SpeakerMcCarthy @RepAdamSchiff @RepSwalwell He’ll appreciate the time off to celebrate Chinese New Year.,0,Twitter for iPhone,
🐷 许凯 🦋 王鹤棣,1446328158991486976,"Los Angeles, CA",2023-01-22 06:35:17,"#SwordAndFairy6 cast sends their Chinese New Year greeting 🧧🧨🏮

#XuKai #XuKaisoso #许凱 #许凯soso #シューカイ #สวีข่าย… https://t.co/ciLuSyFslq",3,Twitter for iPhone,
Christian Rogers,488269952,"Los Angeles, CA",2023-01-22 06:29:56,Everyone be sure to wish @RepSwalwell a happy Chinese New Year!,0,Twitter for iPhone,
Eric Brightwell,70507732,"Los Angeles, California",2023-01-22 06:24:41,"I don't have a better explanation but something about ""卯"" and ""mèo"" being confused and resulting in the ""year of th… https://t.co/M11aNxHryY",0,Twitter Web App,
M A R I,1566570090232852481,"Los Angeles, CA",2023-01-22 06:22:59,Chinese New Year tomorrow,0,Twitter for iPhone,
Surfing Girl,1210068746657619968,,2023-01-22 06:10:36,@MiamKitty The wabbit year !!! Happy Chinese New Year https://t.co/N7tBsN3WQA,0,Twitter for Android,
DocOrly,190907866,"Los Angeles, CA, U.S.A.",2023-01-22 06:10:27,"“On the joyous occasion of Chinese New Year 2023, I hope you have a party to remember and a feast to enjoy.” “May t… https://t.co/cx5VUHEOiI",5,Twitter for iPhone,
Michael Postl,1562929645,"Los Angeles, CA",2023-01-22 06:00:28,"Happy Chinese New Year, may the year of the Rabbit be filled with Love, Peace and Health #LunarNewYear #gongxifachai https://t.co/mFMSh4SHZn",0,Twitter for iPhone,
yuuuuuu,1548988965461512193,"Los Angeles, CA",2023-01-22 05:58:57,@SpokespersonCHN Happy Chinese New year,0,Twitter for Android,
Jason Brock,18165347,Ventura California,2023-01-22 05:56:12,Chinese New Year NFT drop.  DM me and I'll airdrop one to you. Celebrate Year of the Rabbit!  #nftart #digitalart… https://t.co/W8z51ClAXd,0,Twitter Web App,
Lisa McMahon,78076804,"Pomona, CA",2023-01-22 05:51:16,"g-night friends: walked to feed cats on #Caturday , dinner to celebrate Chinese New Year, enjoy weekend",0,Twitter Web App,
éS Skateboarding,21929526,"Los Angeles, CA",2023-01-22 05:47:24,"Celebrate Chinese New Year with the CNY Accel Slim

https://t.co/BFEuiKd5ZA https://t.co/SNEbP29k6s",1,Twitter Web App,
Jessica Williams,312773760,"Venice Beach, Los Angeles",2023-01-22 05:45:30,"Happy Lunar New Year! 

Wishing all who celebrate the best in the #YearOfTheRabbit
🧧 Luck
🍊 Prosperity
🍜 Long life… https://t.co/j5Ok2xl3DN",0,Twitter for iPhone,
Jessica Williams,312773760,"Venice Beach, Los Angeles",2023-01-22 05:45:05,"Happy Lunar New Year! 

Wishing all who celebrate the best in the #YearOfTheRabbit
🧧 Luck
🍊 Prosperity
🍜 Long life… https://t.co/677mmDHTdP",0,LinkedIn,
Yee won,915648693931405312,"Los Angeles, CA",2023-01-22 05:44:30,"Got all emotional watching Disney Lunar New Year Parade. You know, just proud to be Chinese.",0,Twitter for iPhone,
Youm,1448710384995606531,"Los Angeles, CA",2023-01-22 05:43:34,Happy Chinese New Year👌🏻,0,Twitter for iPhone,
dearmatt,1502083316542935041,Los Angeles,2023-01-22 05:42:07,I’ve had Chinese food 3 times in the last 24 hours. Happy Lunar New Year!,0,Twitter for iPhone,
🐷 许凯 🦋 王鹤棣,1446328158991486976,"Los Angeles, CA",2023-01-22 05:39:30,"#NeverGiveUp shares new poster of Dylan for Chinese New Year 🧧 

hope we see this drama soon!

#DylanWang #WangHedi… https://t.co/d7Gdo82eJ2",8,Twitter for iPhone,
Charlotte Shih,310457079,"Walnut, CA",2023-01-22 05:36:26,@SGVNSports Chinese New Year Celebrations?,0,Twitter for iPhone,
Councilwoman Suely Saro,1262633023,"Long Beach, CA",2023-01-22 05:28:00,"Happy Lunar New Year Long Beach!

2023 is the year of the rabbit in Chinese zodiac 🐇💫 the rabbit is a symbol for pr… https://t.co/BP4QictYbP",0,Twitter for iPhone,
🐷 许凯 🦋 王鹤棣,1446328158991486976,"Los Angeles, CA",2023-01-22 05:24:23,"Dylan &amp; Justin’s hi6 stage for Chinese New Year 🏮

damn…who told you to be so damn hot &amp; sexy Dylan 🔥🔥

#DylanWang… https://t.co/U8wHdBZsAm",15,Twitter for iPhone,
Genius Club,1534555500054200320,"Los Angeles, CA",2023-01-22 05:11:51,"Happy Chinese New Year! 🧧🧧🧧

May the year of Rabit brings so much happiness and joy to you and your family! 🎇🧨🐰 https://t.co/TFbnbCvt8l",1,Twitter for iPhone,
清风与鹿,1595744879367397377,"Los Angeles, CA",2023-01-22 05:01:49,"Chinese lion dance, very beautiful, very lively New Year, I wish you a happy New Year! https://t.co/8y5pfbGmzi",0,Twitter for iPhone,
Sharon Kyle 🌹,16795628,"Los Angeles, CA",2023-01-22 05:00:50,Happy Chinese New Year! https://t.co/smOlNPsPaF,1,IFTTT,
Sunny LU @VeChain,281349131,San Marino,2023-01-22 04:52:01,"This one is so hilarious! 

Ronny Chieng Chinese New Year Gong Xi Fa Cai Hope You Get Rich Indonesia... https://t.co/LbXA1zJoqk via @YouTube",9,Twitter for iPhone,
🐷 许凯 🦋 王鹤棣,1446328158991486976,"Los Angeles, CA",2023-01-22 04:48:03,"Dylan Studio Weibo Update (2/3)
1.22.23

loving these gorgeous photos for Chinese New Year 🧧

#DylanWang #WangHedi… https://t.co/JEGiTIgbYS",12,Twitter for iPhone,
NIO 蔚来,1297259400902709250,"Los Angeles, CA",2023-01-22 04:44:14,Happy Chinese New Year 2023. $NIO https://t.co/3X1mIkXkbA,4,Twitter for iPhone,
matthewjkaner.eth | ١٩٨.eth,14118247,Los Angeles,2023-01-22 04:43:51,"@Ars0nic Happy Chinese New Year! YEAR OF THE RABBIT! LFG

🧧🥂🐇 https://t.co/tSIah5fxP0",0,Twitter Web App,
C A M 💫,4795307996,los angeles,2023-01-22 04:39:18,if we’re both chinese and wishing each other a happy chinese new year that’s fine!! specificity is great too! but i… https://t.co/VPtZ23T8Ty,3,Twitter for iPhone,
C A M 💫,4795307996,los angeles,2023-01-22 04:37:44,thanks bots for ruining the phrase chinese new year for me LOL!! also… i’m chinese and as far as i know 新年/春节 doesn… https://t.co/m07bXa6LRV,22,Twitter for iPhone,
uphill around the bend,1562874709821165568,"LA, CA",2023-01-22 04:37:42,@hermit_hwarang Korean holidays are hybrid holidays w/ a formal Chinese overlay of a Chinese method of keeping time… https://t.co/x1qCMVSPNS,0,Twitter Web App,
苏域🇨🇳,1520623888753127424,"Los Angeles, CA",2023-01-22 04:34:39,@britishmuseum Chinese New Year!,0,Twitter for Android,
uphill around the bend,1562874709821165568,"LA, CA",2023-01-22 04:33:54,"@hermit_hwarang #3 How Korean or Chinese is Seollal?

Seollal is a New Year celebration.  In that sense it is in th… https://t.co/Z0f3pdbfxR",0,Twitter Web App,
So Cal Wizard,204481582,"Anaheim, CA",2023-01-22 04:31:03,@RealSkipBayless Love u looking past the team in Red. On Chinese new year no less. It’s almost as if last year never happened huh…🤣,0,Twitter for iPhone,
matthewjkaner.eth | ١٩٨.eth,14118247,Los Angeles,2023-01-22 04:30:20,"@OM100m gm 🫡
happy chinese new year 🧧🐇🥂 https://t.co/FRWuOtxfNR",0,Twitter for iPhone,
matthewjkaner.eth | ١٩٨.eth,14118247,Los Angeles,2023-01-22 04:29:17,@PaperHandLuke @Bags0fCrypto @hipster_roboto @DangerRidge24 @kelly1975lynn @arrellr @Atx_Dubstep @Rgo821… https://t.co/TZftbXwPko,0,Twitter for iPhone,
uphill around the bend,1562874709821165568,"LA, CA",2023-01-22 04:28:40,"@hermit_hwarang Arguments for LNY w/in spaces that are not majority-Chinese

#1 About the scientific status of LNY… https://t.co/VmWqGcW9oe",0,Twitter Web App,
Newdram,1600814120395235328,"Los Angeles, CA",2023-01-22 04:23:47,"#뉴진스 #DANIELLE #NEWJEANS 
Happy chinese new year https://t.co/Gn8132slLc",0,Twitter for Android,
Kobe ,1580170720767680514,"Los Angeles, CA",2023-01-22 04:07:13,@Gamer_Sleeve Happy Chinese New Year!,0,Twitter for Android,
matthewjkaner.eth | ١٩٨.eth,14118247,Los Angeles,2023-01-22 04:06:27,"Happy Chinese New Year! 🥂
2023 the year of the rabbit 🐇
Gong Xi Fā Cái 🧧 https://t.co/h4JLVaAqgK",0,Twitter Web App,
"Suki’s Dad, Ayuki’s BF",24345882,"Los Angeles, CA",2023-01-22 04:03:22,Happy Chinese New Year! 🧧,0,Twitter for iPhone,
liraea,762591738514984960,"Los Angeles, CA",2023-01-22 03:57:29,@lcpeazu @bbcchinese dear，Chinese New Year,0,Twitter for Android,
Yutian,1575313472388112384,"Los Angeles, CA",2023-01-22 03:51:38,"#Happy Chinese New Year
#HappyChineseNewYear https://t.co/R0eoLdIEDe",0,Twitter for iPhone,
Teresa W,1317888896407986176,"Los Angeles, CA",2023-01-22 03:43:44,Chinese New Year’s Eve dinner with the kids… https://t.co/Bb3XJ7I4rW,2,Twitter for iPhone,
🥷BENZ#8141 👼🏾🔫👼🏾💎,847496249297076226,"Hollywood, Los Angeles",2023-01-22 03:42:43,@Kudabajingan @SuperBull_io Chinese New Year 🧧 💪🏾 #LFH https://t.co/SIocnxP4p1,0,Twitter for iPhone,
三号丸子🍡,1387258532995616769,"Los Angeles, CA",2023-01-22 03:41:57,"Happy Chinese New Year🎉
#Chunjie
#HappyChineseNewYear https://t.co/y07I182Rvl",0,Twitter for Android,
Andyz,1971269527,"Los Angeles, CA",2023-01-22 03:37:13,@linbea945 Happy Chinese New Year 🧧🧧,0,Twitter for Android,
คุณต้วนของน้อง 🐰 xGOT7,1504279676780687363,"Los Angeles, CA",2023-01-22 03:34:24,"@linbea945 Happy Chinese New Year , papa 🧧",0,Twitter for iPhone,
SDSU88,919980364386275330,"La Crescenta-Montrose, CA",2023-01-22 03:34:05,Happy Chinese New Year!!! https://t.co/YNaAXcFH4d,0,Twitter for iPhone,
Raymond Tuan,2273227202,"Arcadia, CA",2023-01-22 03:33:17,Happy Chinese New Year 🧧 https://t.co/1LmIPd0xlX,18568,Twitter for iPhone,
Dr. Laily Fitry,760509590547030018,"Claremont, CA",2023-01-22 03:31:09,Happy Chinese Lunar New Year! May the year of the cat and the rabbit brings luck and prosperity to all of us! https://t.co/o7gFuXPiLR,0,Twitter for Android,
Abran Ochoa,24328587,"Compton, CA",2023-01-22 03:25:20,"@fenvennn Happy Chinese New Year, sister! I love the Tù/兔 pronunciation/word play! Hehe 🐇",0,Twitter for Android,
"Chenglin Hong, MSW, MPH",469237110,"Los Angeles, CA",2023-01-22 03:13:24,It’s the 9th year in a row that I wasn’t with my family for the Chinese New Year’s Eve. How many 9-year do we have… https://t.co/X695IC5DuT,0,Twitter for iPhone,
Magic Globe,1423561716084862977," Ontario, CA ",2023-01-22 03:00:31,"Happy Chinese New Year! Good luck from Magic Globe🐰 And share your dumplings!!!🤣
https://t.co/cKMx5Jgwe4
·
·
·… https://t.co/vy7KP8ANIQ",0,Twitter Web App,
🅿️ЯΞ💤,867675096395038720,Val Verde,2023-01-22 03:00:17,Happy Chinese New Year Modiji.🎉🎊🍾,0,Twitter for Android,
WeinerBroHomeSlice,866477436254289920,"San Marcos, CA",2023-01-22 02:59:57,@maisarahxo Happy late Chinese New Year. Been so busy I forgot about it lol.,0,Twitter for iPhone,
随便起个什么鬼名吧,1211171629989908480,"Los Angeles, CA",2023-01-22 02:59:47,Happy Chinese New Year！,0,Twitter Web App,
mia,1155818694099886081,ontario,2023-01-22 02:55:35,happy chinese new year!,0,Twitter for iPhone,
Joe Szeto,1275250123610550273,"Los Angeles, CA",2023-01-22 02:48:33,Chinese New Year is overrated.,0,Twitter for iPhone,
nation of neal,22780275,"Los Angeles, CA",2023-01-22 02:44:36,Got to mop my office floor and I’ll be ready for Chinese lunar new year.,0,Twitter for iPhone,
拜拜嘞您,1441238081391063044,"Hawthorne, CA",2023-01-22 02:43:26,Happy Chinese New Year!！ https://t.co/eVdQR3WVd2,0,Twitter for Android,
Jeff Goldsworthy,1533829206282338305,"San Pedro, Los Angeles",2023-01-22 02:27:34,Is it Chinese new year or Koreas new year? North or South Korea. Either way it’s pretty boring. https://t.co/sBZtFjMCkv,0,Twitter for iPhone,
💜⚡️Brandon Nicholas Chau❤️⚡️,1360082420620435457,"Temple City, CA",2023-01-22 02:22:29,@creampuff_cow Crystal and I Were Talking about Chinese New Year 🧧 before!,0,Twitter for iPhone,
alaude,4060020972,"Orange, CA",2023-01-22 02:21:27,I'm braising short rib for Chinese new year https://t.co/FNfqdnecGE,0,Twitter for Android,
Totoy Martizano,41745976,"Mission Viejo, CA",2023-01-22 02:19:24,@pakpakchicken Happy Chinese New Year Ken to you and family.  🙏,0,Twitter for iPhone,
we 🆙,1209355040613232641,"Los Angeles, CA",2023-01-22 02:17:54,chinese new year means run me my red envelopes 🙏🏻,0,Twitter for iPhone,
Mango | Froggy Friends 🐸,1444418235235921921,"Riverside, CA",2023-01-22 02:07:29,@da_g1ide @FroggyFriendNFT Happy Chinese New Year!,0,Twitter for iPhone,
Harry Soo,633242909,"Diamond Bar, CA",2023-01-22 02:03:45,"Happy Chinese New Year of the Rabbit w some rabbit Paella in my BBQ class
#bbqclass #harrysoo #slapyodaddybbq https://t.co/YDlnFRB86v",0,Twitter for Android,
VXI Global Solutions,148668173,"Los Angeles, California, USA",2023-01-22 02:00:02,Happy Chinese New Year from all of us at VXI. Wishing you the best of luck in the year ahead! Gong xi fa cai!… https://t.co/NKTDZiZdwP,0,HubSpot,
☾,1422431964,"West Covina, CA",2023-01-22 01:36:28,Chinese new year we outside,0,Twitter for iPhone,
💜⚡️Brandon Nicholas Chau❤️⚡️,1360082420620435457,"Temple City, CA",2023-01-22 01:35:24,@creampuff_cow Ashley says Happy Chinese New Year 🧧!,0,Twitter for iPhone,
💜⚡️Brandon Nicholas Chau❤️⚡️,1360082420620435457,"Temple City, CA",2023-01-22 01:33:07,@creampuff_cow Crystal Says Happy Chinese New Year 🧧!,0,Twitter for iPhone,
💜⚡️Brandon Nicholas Chau❤️⚡️,1360082420620435457,"Temple City, CA",2023-01-22 01:19:25,@creampuff_cow It’s about Chinese New Year 🧧!,0,Twitter for iPhone,
Selinatimee,1361183705713180676,"Los Angeles, CA",2023-01-22 01:14:49,Happy Chinese New Year💗 https://t.co/NereXyt2hb,0,Twitter for iPhone,
E O Green JHS,915716876533035009,"Oxnard, CA",2023-01-22 01:14:45,Wishing everyone Happy Chinese New Year! https://t.co/SbDZUG1C17,0,Thrillshare,
Dr Jarryd Willis PhD,67146757,"San Diego, California (CA)",2023-01-22 01:09:42,"""By saying Chinese New Year, you’ve limited your customer base and are being culturally exclusive.
It’s like saying… https://t.co/PSSUrJHU7W",0,Twitter Web App,
Christian Clark is now washing his hands,112386537,"ÜT: 33.857102,-118.199134",2023-01-22 01:09:39,"….   now   FREE  for  two  days  ……. getting  more    Chinese  food  for  dinner  for   Chinese   New   Year 

🥮🥠🥢🥡🧧🇨🇳🧧🧧🧧🧧",0,Twitter for iPhone,
olo_ili,754014666637078530,Ontario,2023-01-22 01:07:30,Happy Chinese New Year! #ChineseNewYear,0,Twitter Web App,
Ross Gerber,349249475,"Santa Monica, CA",2023-01-22 01:04:50,"Happy Chinese New Year, Year of the Rabbit. Wishing for Peace and Prosperity and for all a wonderful new years. Had… https://t.co/mvWn88wp1K",16,Twitter for iPhone,
big molly media,360493,"Los Angeles, CA",2023-01-22 01:02:20,My mom wants me to tell you guys Happy Chinese New Year.,1,Twitter for iPhone,
China Lion Film,213765069,"Los Angeles, CA",2023-01-22 01:00:31,Chinese New Year is Sunday! Start the Year of the Rabbit right with the modern classic THE NEW YEAR'S EVE OF OLD LE… https://t.co/hbJk1cyXwn,0,Twitter Web App,
Allenolantern ⛧🎃 Halloween Everyday 🎃⛧,868983930,"North Hollywood, CA",2023-01-22 01:00:21,I wanna do something for Chinese New Year but I don't know what to do....especially by myself.,0,Twitter for Android,
Dolo,900906244541632512,"North Hollywood, Los Angeles",2023-01-22 00:58:44,@0xigami @gnars_dao Dope how this is up exactly on Chinese new year,0,Twitter for iPhone,
Paradigm Sports,85235264,"Irvine, CA",2023-01-22 00:57:45,Happy Chinese New Year to all those celebrating globally! 🐇 https://t.co/nUQ4CYRiAz,6,Twitter for iPhone,
🍔hidingmai🍔,2885244988,"California, USA",2023-01-22 00:57:00,Happy Chinese new year🐰,0,Twitter for iPhone,
No’eau Aitonui/Heiani Mareva Hoata ♿️🏳️‍🌈⚧,2323052250,"Westminster, CA ",2023-01-22 00:50:44,Happy tet lunar new year and happy Chinese new year tmrw,0,Twitter for iPhone,
Faraday Future,65585297,"Los Angeles, CA",2023-01-22 00:40:35,We at @FaradayFuture wish you a very prosperous year of the Rabbit. Happy Chinese New Year! #CNY2023 #NewYear… https://t.co/0dDSExbk8B,3,Twitter for iPhone,
TSM MoonMeander,450411157,Los Angeles,2023-01-22 00:32:26,HAPPY CHINESE NEW YEAR GOOD LUCK AND FORTUNE TO EVERYONES MMR AND PUBS IN THE YEAR OF THE DARK SEER,2,Twitter for iPhone,
Happy,221548217,"Los Angeles, CA",2023-01-22 00:32:23,Tomorrow -- https://t.co/ZNhRwBwPg5,0,Twitter for Android,
Lin,1605760558690492418,"Los Angeles, CA",2023-01-22 00:19:47,Chinese New Year. https://t.co/eMFrmZIy73,0,Twitter for iPhone,
lari5a,14514531,"Isabela, Puerto Rico",2023-01-22 00:19:31,Happy Chinese New Year of the Rabbit! What a beautiful way to capture it then by @YearoftheWoman_ @yasminshimaart d… https://t.co/CMxpQIaeIQ,5,Twitter for iPhone,
Raina Huang,65553042,"Walnut, CA",2023-01-22 00:18:34,Happy Chinese new year 🧧 dress from Beth and Brian qi Pao 😍#rainaiscrazy https://t.co/7JxUuLzeat,4,Twitter for iPhone,
Katya,175180732,"Los Angeles, CA",2023-01-22 00:18:04,What are your Chinese New Year’s resolutions ?,161,Twitter for iPhone,
Raina Huang,65553042,"Walnut, CA",2023-01-22 00:08:47,Everything you should eat during Chinese New Year 🧧 #rainaiscrazy https://t.co/2klx8UJPtA,2,Twitter for iPhone,
laura l. sweet,14170849,"Los Angeles, CA",2023-01-22 00:02:54,"Gorgeous!
Maison Martell honors the Chinese New Year with an exceptional cognac in a limited ed. Daum crystal bottl… https://t.co/ayYcZjTDbh",0,Twitter Web App,
Jeffrey Byron,3266380722,"Century City, Los Angeles",2023-01-21 23:59:24,"HAPPY CHINESE NEW YEAR! ❤️

#chinesenewyear #yearoftherabbit @ Beverly Hills, California https://t.co/lIWmMIiaOL",0,Instagram,"{'type': 'Point', 'coordinates': [-118.40033, 34.07347]}"
Dharnney,1257834861248819200,"Los Angeles, CA",2023-01-21 23:59:24,"@weibaobao2030 @ttiiaann @Algo1circle @TigerChiClub @FrigsyNFT @lang_dipasquale @Aderins63642510  

Wishing you a b… https://t.co/iimKtRNWtG",0,Twitter for iPhone,
Mike Hogan,57277719,Ontario,2023-01-21 23:27:46,@eepmon Happy Chinese New Year!,0,Twitter for Android,
Andyz,1971269527,"Los Angeles, CA",2023-01-21 23:20:25,@linbea945 Happy Chinese New Year 2023 🧧🧧,0,Twitter for Android,
Lori & Company Show - Lori Parrish,1352012491241394176,"Rainbow, CA  ",2023-01-21 23:15:40,"Happy Chinese New Year --May the Lord topple the Communist Chinese Party. It's the year of the rabbit. Fertility, a… https://t.co/KyL9IbSwds",0,Twitter Web App,
Sean,902636927408623616,Ontario,2023-01-21 23:12:25,"@ggd_game Like I said, I don’t have any time for gaming in the next 3 days. It’s Chinese new year! People visit the… https://t.co/10Ztivk6QQ",0,Twitter for iPhone,
Mandy⁷💜¹⁰-semi active,1035794371998756864,"Los Angeles, CA",2023-01-21 23:06:25,"Lunar New Year, technically the same as Chinese New Year even though it's celebrated by many Asian countries.... ev… https://t.co/zzAhro6Vl7",0,Twitter Web App,
O.C. Register,17820493,"Orange County, CA",2023-01-21 22:56:50,Chinese New Year to mark Year of the Rabbit https://t.co/p11LgTOGZX,0,SocialFlow,
Bruce Lee,27737538,Los Angeles,2023-01-21 22:53:16,Gung Hay Fat Choy! And Happy Lunar New Year! This Rabbit year is considered to be a year of Hope. The rabbit is a s… https://t.co/6eJvpfMdci,255,Twitter for iPhone,
The.Loh.Down,1592654093322944513,"Ontario, CA",2023-01-21 22:40:58,@jthomascurry @Starbucks Looks like a 🐇 maybe they are saying Happy Chinese New Year? 🧧,0,Twitter for iPhone,
Hilton LAX,60982468,"Los Angeles, CA",2023-01-21 22:39:50,"🐇 Join us tonight for our #lunarnewyear dinner buffet!
The Chinese New Year dinner, called tuan nien fan or nian ye… https://t.co/Hkuxqvm1DP",0,Sprinklr Publishing,
Camellia,1296736412235001856,,2023-01-21 22:37:00,Happy Chinese new year to Straykids  #StrayKids https://t.co/adfopqudEM,0,Twitter for iPhone,
Tesla Joy,1092885761328701440,"Los Angeles, CA",2023-01-21 22:35:51,Getting ready for my birthday Chinese New Year karaoke celebration party! 🧧🥳🎂🎤 https://t.co/XmZ3NRSuMm,1,Twitter for iPhone,
Raina Huang,65553042,"Walnut, CA",2023-01-21 22:33:21,Happy Chinese new year 🧧!! 😍 if you’re in SD area celebrate today @chinsszechwan with some  of their amazing dishes… https://t.co/YcpXABXnOR,2,Twitter for iPhone,
DecadeMetaa,1029634845763227648,"Garden Grove, CA",2023-01-21 22:24:02,@iGumdrop happy chinese new year!!!,0,Twitter for iPhone,
mel.,25035898,"Long Beach, CA",2023-01-21 22:22:16,Happy Chinese new year 🐇🧧🤑,0,Twitter for iPhone,
Michelle Nguyen Bradley,12810112,"Los Angeles, CA",2023-01-21 22:18:23,You can tell it's the day before Lunar New Year/ Tet because the local Chinese grocery is BUMPIN. Every line goes t… https://t.co/moKXnjMztm,2,Twitter for Android,
🐷 许凯 🦋 王鹤棣,1446328158991486976,"Los Angeles, CA",2023-01-21 22:16:49,"happy chinese new year to you &amp; your family 🧧🧨🏮 hope this year brings you good health, fortune &amp; happiness… https://t.co/vsAMfl2q3f",1,Twitter for iPhone,
🔥In Fer No🔥,106287307,"Los Angeles, CA",2023-01-21 22:14:47,"@jusstinray It’s been an emotional rollercoaster and a hot mess episode for sure hahaha. 

Let’s do this: 
Cheers 🥂… https://t.co/jOyn8sBoaM",0,Twitter for iPhone,
Echo System32,1501854858676441088,"Los Angeles, CA",2023-01-21 22:06:31,@YDunhai happy Chinese new year！！,0,Twitter for iPhone,
Eugene ☮️,1016129086928719872,"Monterey Park, CA",2023-01-21 22:03:35,"Happy Chinese New Year!  Gung Hay Fat Choy!  Sun nin fai lok! 

Beautiful day here in Monterey Park, celebrating th… https://t.co/Dz8OvRrDvi",0,Twitter for iPhone,
Mary Noh,1534681005230915584,"Montebello, CA",2023-01-21 22:03:06,@culturalsoju We say happy Chinese/Lunar new year here in the US WTH 🤦‍♀️,0,Twitter for iPhone,
TheUPSStore7300,1436828274353532932,"San Gabriel, CA",2023-01-21 21:58:59,"""Prepped and ready for Chinese New Year! 🧧✨” #TheUPSStore7300 #upsstore #chinesenewyear #lunarnewyear… https://t.co/0Yt0AQH32s",0,Twitter for iPhone,
Janis Zukow,824334499018256385,"California, USA",2023-01-21 21:56:40,@thanh_neville Happy Chinese New Year,0,Twitter for Android,
Kwertzy Industries,15814095,"Los Angeles, CA",2023-01-21 21:54:47,"Like an asshole I ordered Chinese food on Lunar New Year's Eve, and they must be slammed at my place because they a… https://t.co/W5P2Rk7x1w",0,Twitter Web App,
Bitplay,1449750152336527363,"Los Angeles, CA",2023-01-21 21:54:45,"Feel the Chinese New Year vibe in BitPlay! 🎎
Play the most prestigious games and enhance your wallet with us. ✨
Don… https://t.co/SDUkhqqf1w",0,Twitter Web App,
OutfitsBrand,1406019461786787840,"Los Angeles, CA",2023-01-21 21:49:38,"Ring in the Chinese New Year with style and joy: Happy Lunar New Year
LIVE SALE Today — Save 50% 👇👇… https://t.co/eYpKXOVbao",0,Twitter for Android,
🔥In Fer No🔥,106287307,"Los Angeles, CA",2023-01-21 21:48:07,"@jusstinray I hope you’re doing okay. 🫂 
Relax. Have some wine. Use that Scorpio ♏️ energy &amp; do bad bitch things. M… https://t.co/VT5fWVG5Wi",0,Twitter for iPhone,
Quincy Surasmith | ควินซี่ สุรสมิทธ์,18474325,Los Angeles,2023-01-21 21:42:50,"@ruemcclammyhand As someone Thai-Chinese, I still have to specify because this is only New Year 2 of 3.",2,Twitter for Android,
