username,userid,profile_location,created_at,text,retweet_count,source,coordinates
"delightful, insightful, fact-filled walking tours!",164380239,"Manhattan, New York City",2023-01-23 00:32:20,Happy Chinese New Year! #chinatownnyc #ChinatownNY #Tet #fireworks  #Manhattan #NewYorkCity #nyc https://t.co/AnSRGwt4Qz,0,Twitter for Android,
News12CT,37989554,"Norwalk, CT",2023-01-23 00:30:00,LUNAR NEW YEAR CELEBRATION: More than 150 people came out to UConn's Stamford Campus to celebrate the #LunarNewYear… https://t.co/DF7Z9HBWVR,0,TweetDeck,
❀𝓣.𝓒𝓻𝓾𝔃_𝓜❀,1169318211415879681,"Yonkers, NY",2023-01-23 00:29:34,Happy Chinese New Year♥️ https://t.co/vGugmj7vr8,0,Twitter for iPhone,
#andieeeeeeee,4750415208,,2023-01-23 00:21:58,i cant believe its raining on chinese new year,0,Twitter for iPhone,
Lookman G,1021950298355650560,"Jersey City, NJ",2023-01-23 00:21:26,Since it’s Chinese New Year I’m restarting my 2023 today,0,Twitter for iPhone,
glu,1260749088020148225,"Florida, United States",2023-01-23 00:21:21,Went to my moms temple for Chinese new year (Loud Videos) https://t.co/2Z9XuL248g… https://t.co/QkyOAqV2yW,1,Twitter for iPhone,
Fairfield GOP,259968100,"Fairfield, CT",2023-01-23 00:21:00,"Happy #LunarNewYear2023 to our Chinese community! 

We wish everyone celebrating good fortune in the New Year.… https://t.co/DTzvwqPY0M",0,Twitter for iPhone,
MichelleYe,481303737,New York,2023-01-23 00:19:53,"Celebrating Chinese New Year 2023, the Year of the Rabbit, with my #web3 friends! Chef Peter cooking up a storm and… https://t.co/6VzHNLQMZx",1,Twitter for iPhone,
David S. Duhalde,1885249040,New York,2023-01-23 00:19:13,"Cooking for the office Chinese New Year celebration! 

Mise en place sans raw meat:

Kung Pao Chicken (left)
Three… https://t.co/5GuMbn98Ov",1,Twitter for iPhone,
OddBeardieCouple,1079055796904882176,"Cliffwood Beach, NJ",2023-01-23 00:19:05,The Chinese New Year decorations hung in the Giant Panda House. (I completely forgot to check if there were any in… https://t.co/QSGMNLbaDI,2,Twitter Web App,
MylesDaGamer,1535464229578461186,"Florida, USA",2023-01-23 00:17:37,@LocoBash @PaigePlane @FerdinandBe1992 @4Scotsman @16DaSavage @_Gina_my_love_ @Axel7160396836 @BigMacinbot… https://t.co/gkfITupsop,0,Twitter for Android,
"Po@CancerFree(💙,🧡)",942808074,"New York, USA",2023-01-23 00:15:20,GM. Chinese NEW YEAR https://t.co/AKHx3z92KC,0,Twitter for iPhone,
Wise Yogi| Cooking Heaven,988253610957000704,Brooklyn NY,2023-01-23 00:13:28,Beijing Department Store Wangfujing Opens In Hainan In Time To Cash In On Chinese New Year https://t.co/71K6zaq2ph,0,IFTTT,
VG,293001458,Philadelphia,2023-01-23 00:12:55,Cowboys losing and Chinese food for Lunar New Year sounds like a perfect rainy Sunday Night.,0,Twitter for iPhone,
Torrenzano,43904705,"New York, NY",2023-01-23 00:12:04,"1.1B Chinese caught Covid, some 80% of population. Week leading up to Lunar New Year, 12,600 died of Covid-related… https://t.co/A7KP1SDSeM",0,Twitter Web App,
GlassMan,1070038251010973696,"Hartford, CT",2023-01-23 00:07:43,Let's see if you guys recognize at least a dozen bnubnus in this picture. This is a crazy amount of effort to put t… https://t.co/t5xWj4tKhs,1,Twitter Web App,
MichelleYe,481303737,New York,2023-01-23 00:04:13,"May the new year be filled with joy, prosperity, and many happy moments spent with loved ones. Chinese New Year gre… https://t.co/Bu2NFcrClJ",2,Twitter for iPhone,
"Linda Axelrod celebrity impersonator,comedian",32480050,New York,2023-01-23 00:03:07,Happy Chinese New Year! The year of the Rabbit! https://t.co/9h7ZwHnSqf,0,Twitter for iPhone,
Anthony Collado,215187287,New York,2023-01-22 23:59:01,My Chun-Li got a win for Chinese Lunar New Year lol! #SmashBros #NintendoSwitch https://t.co/gMo60eCaSA,0,Nintendo Switch Share,
NYCT Bus,69797010,New York City,2023-01-22 23:51:34,M9 buses are no longer detoured after Chinese New Year celebrations and the Dragon Dance Parade concluded in Lower… https://t.co/vK4LY4ppHB,0,MTA Buses Service Alerts,
NYCT Bus,69797010,New York City,2023-01-22 23:49:55,Westbound M22 buses are no longer detoured after Chinese New Year celebrations and the Dragon Dance Parade conclude… https://t.co/SRLsy4elOI,0,MTA Buses Service Alerts,
Lino,1110372691,"New York, USA",2023-01-22 23:49:45,Upset as I forgot it's chinese new year and didn't go into Chinatown to celebrate 🙄😮‍💨,0,Twitter for Android,
Outerbridge Law P.C.,1198705908555157504,"New York, New York",2023-01-22 23:43:05,"Happy Chinese New Year! May your year be filled with good fortune, happiness, and prosperity. 🐉 🇨🇳  #ChineseNewYear… https://t.co/BcA6woeaXP",0,Sprout Social,
Randy Cranin,83212131,"Magnolia, NJ",2023-01-22 23:42:04,Happy Chinese New Year! https://t.co/BEIr36nPNY,0,Twitter for iPhone,
diamond,1144068826134450176,philly,2023-01-22 23:37:01,Happy chinese new year 🙏🏿,0,Twitter for iPhone,
🍀,1394765341583106053,"New York, USA",2023-01-22 23:37:00,@Boomer7301956 Was supposed to say “happy Chinese new year to everybody except Isaiah hartenstein” lmao,0,Twitter for iPhone,
York College CUNY,80084697,"Jamaica, New York",2023-01-22 23:35:10,Get in the Spirit of the Lunar New Year By Finding Out Your Chinese Zodiac Sign! https://t.co/CskAMZ6zKP,0,Hootsuite Inc.,
Julie LancasterWhann,479919887,"Florida, USA",2023-01-22 23:32:45,"Our Chinese New Year Dinner:  🐇
The Assembly. https://t.co/KobePGfE1X",0,Twitter Web App,
Julie LancasterWhann,479919887,"Florida, USA",2023-01-22 23:31:10,For our Chinese New Year Dinner:  😋 https://t.co/gT56Xg1jyh,0,Twitter Web App,
IYSSE at NYU,1363236861402112002,New York University,2023-01-22 23:30:00,"Thailand: Bid for Chinese New Year tourists threatens new COVID surge

#COVID19

https://t.co/CCtbDjsudx",0,TweetDeck,
Debbie Levine,938079222593187842,"Baldwin, NY",2023-01-22 23:29:12,@RepDesposito @CityofAtlanta @Atlanta_Police @LawEnforceToday Why are you ignoring the mass shooting that happened… https://t.co/52A0neRk7k,0,Twitter for iPhone,
#andieeeeeeee,4750415208,,2023-01-22 23:28:41,ordering chinese food happy new year,0,Twitter for iPhone,
Yesenia Montilla,110459443,NYC,2023-01-22 23:25:27,"Sending love and keeping all my Chinese, Chinese American &amp; Asian Am friends in my thoughts. This is no way to star… https://t.co/9WZENpd5gQ",0,Twitter for iPhone,
Jen,1559910543909085185,"New York, NY",2023-01-22 23:20:54,@Fetch_ai LUNAR NEW YEAR!!!!! Not Chinese,0,Twitter for iPhone,
StuG,1146050378,New York City,2023-01-22 23:17:24,"Happy Chinese New Year 🐇 

China (H) &amp; (A) 2020 🇨🇳 

These will need some namesets don’t you think @Ftprint3 ?… https://t.co/j1e4bjgYIY",0,Twitter for iPhone,
York College CUNY,80084697,"Jamaica, New York",2023-01-22 23:16:17,HAPPY LUNAR NEW YEAR! 2023 is the Year of the Rabbit! We wish everyone a wonderful and celebratory New Year! Learn… https://t.co/JoQYX8r1sQ,0,Twitter Web App,
VolGranny🌊🇺🇲🇺🇦,1328463833745289216,"Georgia, USA",2023-01-22 23:12:12,@PhilipS66765562 It was a Chinese new year celebration.,0,Twitter for Android,
sophia cheng,1212588412135301121,nyc,2023-01-22 23:10:08,"happy lunar new year!! 

excited to announce the soft launch of @jianessentials, holistic wellness rooted in tradit… https://t.co/w6IbabOqNF",0,Twitter for iPhone,
Uchiha_Like_ Hate,1254575655834058752,"Fort Lauderdale, FL",2023-01-22 23:04:51,Happy Chinese New Year 🧧!!! Make a wish!!! Your dreams will come true https://t.co/iBQLTcFvNt,0,Twitter for iPhone,
Cult & Rain,1433246762379141120,"New York, NY",2023-01-22 23:04:28,Wishing everyone a happy Chinese New Year! With 🫶🏼 from the CULT&amp;RAIN fam 🧧🐰🎊 https://t.co/mHicg06Naw,0,Twitter for iPhone,
tada,1214734556105859072,,2023-01-22 23:04:28,"Happy Chinese New Year from Chinatown, New York City🧧| #lny #lunarnewyear #chinesenewyear #newyork #liondance… https://t.co/skZl82GljT",0,Instagram,"{'type': 'Point', 'coordinates': [-73.99420738, 40.72007096]}"
junbuns,75120808,NYC,2023-01-22 22:57:35,"People out here really arguing over if it’s lunar or Chinese New Year? Bro, we have to end the landlords.",4,Twitter for iPhone,
sayyed,1606965647946268672,"New York, New york. ",2023-01-22 22:52:36,@LiBuson78996 Why the little disappointment ? It’s Chinese New Year weekend - celebration .,0,Twitter for iPhone,
Christopher Wayne Fisher @ChristopherWFisher@c.im,39825430,"Allentown, PA",2023-01-22 22:49:04,"@bumblebuzz6 my birthday fell on the first new moon and on Chinese lunar new year, quite interesting, and i woke up… https://t.co/PWiZijUit5",0,Twitter Web App,
Supervisor Ed Smyth,1276548549090725888,"Huntington, NY ",2023-01-22 22:47:44,"Wishing a very happy new year to celebrating the Chinese #LunarNewYear.  

May the Year of the Rabbit bring you goo… https://t.co/bRxM2dTvIR",1,Twitter for iPhone,
Merp @ FF2023,1264395388229992448,"New York, USA",2023-01-22 22:45:30,Was gonna take a nap but my dad started blasting Chinese New Year music and now I’m browsing Twitter,0,Twitter for iPhone,
Meaningful Minute,855103238064013312,"New York, USA",2023-01-22 22:42:19,"Today is Chinese New Year. A good opportunity to share this amazing story of Feng Shan Ho, a true hero that saved t… https://t.co/N7pIDisfr0",3,Twitter for iPhone,
whitelines246,1586091776691109895,"New York, NY",2023-01-22 22:40:13,Happy Chinese New Year 2023 - Year of the Rabbit https://t.co/G23Zcigvod,0,Twitter Web App,
Melanie,35838584,NYC,2023-01-22 22:38:59,"Happy Chinese New Year!
One of my favorite cultures and holidays! https://t.co/GMNssETTx1",0,Twitter for iPhone,
Lydia Tang,1458222958716071937,"Manhattan, NY",2023-01-22 22:36:46,🐇🧧 Happy New Year 新年快乐 &amp; much appreciation to all educators who discussed the holiday this week in 🇨🇳 🇰🇷 🇻🇳 🇺🇸 &amp; ma… https://t.co/WYm8ncbzoq,2,Twitter for iPhone,
Refinery29,19546942,"New York, NY",2023-01-22 22:34:05,Happy Lunar New Year! 🎉 https://t.co/aVXH77VMPz,1,SocialFlow,
New Yorker One,1188482473375817728,"New York, NY",2023-01-22 22:30:44,Happy Chinese New Year! https://t.co/v1mFksU9q0,0,Twitter for iPhone,
Molly R. Blackwell,284088705,"NY, NJ",2023-01-22 22:22:52,@nyc_fireworks Do you know when the Chinese new year fireworks will be?,0,Twitter for iPhone,
SebastianBudweg,1573629278079668226,"Florida, USA",2023-01-22 22:16:48,"Heads of government, intl agencies send New Year's greetings to Chinese people
#government
#ABCテレビ
#Chinese… https://t.co/fzcNEaERfS",1,Twitter for Android,
Alvin Bragg,66368876,"New York, NY",2023-01-22 22:14:15,It was an honor to join the Chinese Consolidated Benevolent Association for their Lunar New Year celebration today.… https://t.co/kQGBvDSEZj,4,Twitter for iPhone,
iFixRetro,849829588419186688,"Brooklyn, NY",2023-01-22 22:10:08,Happy Chinese New Year! This is the year where Max shines! https://t.co/HEOUKzCrL9,1,Twitter for iPhone,
Samora,333035881,NYC,2023-01-22 22:08:33,"Happy Chinese New Year!! May this be a prosperous, peaceful, and joyous year for all. #yearoftherabbit2023… https://t.co/VRp3lEF1cN",0,Instagram,"{'type': 'Point', 'coordinates': [-74.0064, 40.7142]}"
Sweet Life Of ..,1405024171,718,2023-01-22 22:08:19,Happy chinese new year! love my asians,0,Twitter for iPhone,
ali huh,1024721621234278400,NYC,2023-01-22 22:07:51,some lady on the subway really said to me: “i dont know what kind of asian you are but happy chinese new year” 😭😭😭😭😭,0,Twitter for iPhone,
Bancha Srikacha | บัญชา ศรีคะชา,7141932,"New York, USA",2023-01-22 22:07:01,"Happy #LunarNewYear2023!

I’m not one for astrology, but this #RabbitYear baby can’t help but appreciate this descr… https://t.co/tCgbMFd3wq",0,Twitter for iPhone,
Waterside School,703674676392886272,"Rockaway Park, NY",2023-01-22 22:05:46,"Happy Lunar New Year from the Waterside Community. 2023 is the year of the Rabbit. The Rabbit represents peace, lon… https://t.co/n9pTVcqGqb",0,Twitter for Android,
ERA404,15357621,"New York, NY",2023-01-22 22:02:57,"Happy Lunar New Year to all our Chinese, Vietnamese, and South Korean clients, contractors, colleagues, friends, and family!",0,Twitter for iPhone,
Ajike Okin 🦚👸🏾,210514282,Georgia.,2023-01-22 22:02:34,Not me trying to get my nails done on Chinese new year. They’is colsed honey. Closed!,0,Twitter for iPhone,
BULC CLUB,2814264459,"New York, NY",2023-01-22 22:02:04,"Happy Lunar New Year to all our Chinese, Vietnamese, and South Korean Members!",0,Twitter for iPhone,
Kim-Marie Mullin,36089423,"Connecticut, USA",2023-01-22 22:01:20,"2023 marks the Year of the Rabbit. Seen as a symbol of prosperity, luck, peace, longevity and new beginnings…the ra… https://t.co/dXKs1xU7CA",0,Twitter for iPhone,
Connecticut Women's Hall of Fame,123604678,"New Haven, Connecticut",2023-01-22 22:00:55,Happy Lunar New Year! The Lunar New Year starts with the first new moon of the lunar calendar. It is often called C… https://t.co/6dAfnLeZJj,0,Hootsuite Inc.,
Build n Blaze,1735492436,"Jersey City, NJ",2023-01-22 22:00:46,"Today we mark the beginning of a new year on the traditional Chinese calendar. 

Have a happy and safe… https://t.co/Ycctee3aKW",0,Hootsuite Inc.,
Jessthebess,1038846186248200194,Jamaica,2023-01-22 21:59:41,The PM wished the Chinese community a Happy New Year and unuh pressed?! Remember OUT OF MANY ONE PEOPLE!!,0,Twitter for Android,
MAKERS,491350825,"New York, USA",2023-01-22 21:58:00,"In partnership with world-renowned Chinese fashion designer Guo Pei, @Mattel has launched a Lunar New Year @Barbie… https://t.co/bUDKdNA2ph",2,Sprout Social,
Coffee Guy 36🎩🎧🐼☕️🎮,841458521606627328,"Flushing, NY",2023-01-22 21:56:27,Wishing everyone a happy Lunar New Year 🧧 or as we say in Chinese : Xi nian kuai le ! Let us all welcome the year o… https://t.co/WJSLT7hGeS,0,Twitter for iPhone,
Jason Bowman,40774459,Connecticut,2023-01-22 21:53:49,"@SpoopyKiwi Ah yes! I did know it was Chinese New Year, but just had no idea that’s where you were going with that.… https://t.co/EG3lAZN2y7",0,Twitter for iPhone,
Peter Giunta,2172710372,"Staten Island, NY",2023-01-22 21:51:32,"I’d like to wish a happy new year to all my Chinese friends and colleagues!  A new year means a fresh start, but th… https://t.co/iOFbXxSdng",0,Twitter for iPhone,
Jessie North,866196547800662016,"Georgia, USA",2023-01-22 21:49:43,"A little goat chewed my finger at the petting zoo. He was cute though.

Happy Chinese New Year! 🎆🧧… https://t.co/lMT4gMzlP7",1,Twitter for Android,
Read2SucceedPhilly,1004526292648321024,Philadelphia,2023-01-22 21:47:15,It's Chinese New Year! 🧧💫 Here are a few books to read with your child to acknowledge and better understand this Ch… https://t.co/aMyfPgsLih,0,Hootsuite Inc.,
Dave Infinity 💫,720693528054116353,New York,2023-01-22 21:44:57,@EByzio Happy Chinese New Year https://t.co/9vB6AwGqGz,0,Twitter for Android,
New York State Young Republicans,47322953,New York,2023-01-22 21:42:59,"From all of us at the @NYSYR, we’d like to wish a very happy new year to all those who are celebrating the Chinese… https://t.co/cyu0eEAw2j",2,Twitter for iPhone,
Mandz🔮,1753225442,New York,2023-01-22 21:40:06,OH NO CHINESE NEW YEAR THEY CLOSED! 😭,0,Twitter for Android,
Enzo Pontrelli,35892448,NYC,2023-01-22 21:32:50,#ChineseNewYear2023 Rabbit figurines commemorating the Chinese New Year of the Rabbit 2023. https://t.co/AHkSr20vIU,0,TwitDoc,
Yan Lazaro,1573402759231143947,"Hoboken, NJ",2023-01-22 21:29:38,"Happy Chinese New Year!

May your year be filled with abundance and fortune.",0,Twitter for iPhone,
OddBeardieCouple,1079055796904882176,"Cliffwood Beach, NJ",2023-01-22 21:28:23,@r2junot @MeiMeiMemeMe @Molly_Bangles @davidlei @jacquelineUWS Happy Chinese New Year to you and Nompers!,0,Twitter Web App,
The Father's Heart,142764554,"East Village, New York ",2023-01-22 21:27:09,"A wonderful group to serve our guests on Chinese New Year! 🐇 ❤️💥🎊🎈

#FHMNYC https://t.co/aNWsTq8AaF",0,Twitter for iPhone,
Paul,35849604,"Manhattan, NY",2023-01-22 21:24:43,Wishing a Happy Lunar New Year to all my wonderful Chinese friends! All the Best! Gladly accepting any hong bao! 😃😃… https://t.co/ueGlMZklEj,0,Twitter for Android,
ℝ𝕚𝕪𝕝𝕒𝕟 🏳️‍⚧️,564132058,"Brooklyn, NY",2023-01-22 21:23:42,Not my man (that’s not my man) hanging out with ex for Chinese new year!!! What did I do to deserve https://t.co/4R8Nw6Yxf3,0,Twitter for iPhone,
NYPD Community Affairs,2600492695,New York City,2023-01-22 21:19:18,Our Manhattan South Community Outreach Division along with CAB executives were proud to join the community today in… https://t.co/yOD7KyXseC,3,Twitter for iPhone,
Purlewe An 🏳️‍🌈,18059022,Philly,2023-01-22 21:17:03,"Happy New Year my Chinese friends, may the Year of the Rabbit bring prosperity. And to my Vietnamese friends Happy… https://t.co/lOnk0bBzmi",0,Twitter Web App,
Senator Iwen Chu,1605752996180131840,"Brooklyn, NY",2023-01-22 21:16:45,Happy Lunar New Year! I had such a fun time at the Chinatown Fireworks Festival and the Chinese Consolidated Benevo… https://t.co/K9iS5uGMKU,0,Twitter for iPhone,
Jim (the Flyers and Expos Fan),1313450335,NY/NJ,2023-01-22 21:11:31,"@tedcruz @benfergusonshow Yesterday, a “law-abiding citizen” picked up an assault rifle in L.A. &amp; went to a Chinese… https://t.co/7A6VIPRMJe",0,Twitter for iPad,
Seth Williams,18147908,"Philadelphia, United States",2023-01-22 21:08:59,https://t.co/aI1qRxfI7V Happy Lunar New Year to all who celebrate!,0,Twitter for iPhone,
Chris Sorensen,67882706,New York,2023-01-22 21:06:47,Kung hei fat choi! Happy year of the rabbit. Eleven years ago we had just moved to Hong Kong and experienced our fi… https://t.co/nWiKQo2Tht,0,Twidere X iOS,
Yumeka Umemori,1479820049217048585,,2023-01-22 21:05:05,Happy Chinese new year!!! I’m celebrating it for the first time with my friends today I’m so excited 😆,0,Twitter for iPhone,
THE Money Maker,3692884996,"New York, USA",2023-01-22 21:04:26,"Happy CNY! Ape $Rabbit for your first 10x returns!! 

 $RABBIT is the top of Chinese New Year meme coin.🐰✨… https://t.co/xcHIkBEbdK",0,Twitter Web App,
Darius Radzius,88915116,"New York, New York",2023-01-22 21:02:56,"BBC News - Lunar New Year: Chinese families meet for bittersweet reunions

https://t.co/mmXchQEoz4",0,Twitter for Android,
Lucky Earther,65474965,NYC,2023-01-22 21:01:42,@AnnieTangent Happy Chinese New Year!,0,Twitter Web App,
Drec,1393898243730198528,Northeast ,2023-01-22 21:00:47,"Year of the Rabbit - Happy Chinese New year.
#art #illustrationartists #Sketching #anime #manga #characterart… https://t.co/zLsOXLxSiR",0,Twitter for Android,
Maria Jolicoeur,84354275,Connecticut,2023-01-22 20:58:20,Happy Chinese New Year of the Rabbit 2023! https://t.co/naDNECr8PD,0,Twitter for Android,
